Months,PC1,PC2,Raw_Cluster,Ecological_State,State_Name
2003-01-01,-0.6477506161147668,0.13545804168575376,2,1,Diatom-associated early-year state
2003-02-01,-0.6105873758391206,0.06813673268253426,2,1,Diatom-associated early-year state
2003-03-01,-0.5626053729630865,0.10023429254454493,2,1,Diatom-associated early-year state
2003-04-01,-0.6760003726560821,-0.3139779865096714,2,1,Diatom-associated early-year state
2003-05-01,-0.3782123139977323,-0.37988799508567206,1,2,Mixed-prokaryote mid-year state
2003-06-01,0.07458680820595694,-0.35312665235635443,1,2,Mixed-prokaryote mid-year state
2003-07-01,-0.318799972460349,-0.3246023015844504,1,2,Mixed-prokaryote mid-year state
2003-08-01,0.5914286682590244,-0.21989613897317833,0,3,Prokaryote-dominated late-year state
2003-09-01,0.6978255180483498,0.039529764682059154,0,3,Prokaryote-dominated late-year state
2003-10-01,0.8490697651792044,0.26183936202438446,0,3,Prokaryote-dominated late-year state
2003-11-01,0.39659825093606654,0.3078673648724113,0,3,Prokaryote-dominated late-year state
2003-12-01,0.0807517753856096,0.26957295268957737,0,3,Prokaryote-dominated late-year state
2004-01-01,-0.35959054158310694,0.1790206475439725,2,1,Diatom-associated early-year state
2004-02-01,-0.4496758701806692,0.21971026319661102,2,1,Diatom-associated early-year state
2004-03-01,-0.733596360893607,0.005002390628446872,2,1,Diatom-associated early-year state
2004-04-01,-0.6022678547874206,-0.019970762923993517,2,1,Diatom-associated early-year state
2004-05-01,-0.5359504772103306,-0.1968019085601304,2,1,Diatom-associated early-year state
2004-06-01,-0.01364030599640809,-0.49605373204167263,1,2,Mixed-prokaryote mid-year state
2004-07-01,0.2469030691879993,-0.33059426033093803,1,2,Mixed-prokaryote mid-year state
2004-08-01,0.6003837113335208,-0.25044282848873517,0,3,Prokaryote-dominated late-year state
2004-09-01,0.6876541022125826,0.10308221141086364,0,3,Prokaryote-dominated late-year state
2004-10-01,0.8961063430908259,0.30203523611937466,0,3,Prokaryote-dominated late-year state
2004-11-01,0.5849311157230339,0.3167404738516877,0,3,Prokaryote-dominated late-year state
2004-12-01,0.12867341411196548,0.2267727482779915,0,3,Prokaryote-dominated late-year state
2005-01-01,-0.4680182613783465,0.318001633871949,2,1,Diatom-associated early-year state
2005-02-01,-0.8789616706534729,0.289280021753456,2,1,Diatom-associated early-year state
2005-03-01,-0.7546640451288116,0.016546269675434797,2,1,Diatom-associated early-year state
2005-04-01,-0.6454271884278804,-0.09858971839090334,2,1,Diatom-associated early-year state
2005-05-01,-0.40922239895795404,-0.3642514380381827,1,2,Mixed-prokaryote mid-year state
2005-06-01,-0.01823143964602294,-0.6303446592203726,1,2,Mixed-prokaryote mid-year state
2005-07-01,0.17636698700921127,-0.5831264418609277,1,2,Mixed-prokaryote mid-year state
2005-08-01,0.47908334094487626,-0.05976582649450366,0,3,Prokaryote-dominated late-year state
2005-09-01,0.7562004400596204,-3.307671921548051e-05,0,3,Prokaryote-dominated late-year state
2005-10-01,1.066943713895782,0.348889911394957,0,3,Prokaryote-dominated late-year state
2005-11-01,0.5437484853295448,0.2917395853329826,0,3,Prokaryote-dominated late-year state
2005-12-01,-0.1009808522715877,0.22217805197399165,2,1,Diatom-associated early-year state
2006-01-01,-0.4921674093682526,0.188654387694351,2,1,Diatom-associated early-year state
2006-02-01,-0.6879829458757302,0.16883305071226512,2,1,Diatom-associated early-year state
2006-03-01,-0.5864122566797664,0.15001052278947713,2,1,Diatom-associated early-year state
2006-04-01,-0.7064642859040078,-0.08535390795391119,2,1,Diatom-associated early-year state
2006-05-01,-0.6386298008618746,-0.2203108917200407,2,1,Diatom-associated early-year state
2006-06-01,-0.3018420295979459,-0.36029447809441995,1,2,Mixed-prokaryote mid-year state
2006-07-01,-0.2662378232789683,-0.33225837523214535,1,2,Mixed-prokaryote mid-year state
2006-08-01,0.26663309328344365,-0.3281067364738461,1,2,Mixed-prokaryote mid-year state
2006-09-01,0.8225474663857664,-0.0016744354304882528,0,3,Prokaryote-dominated late-year state
2006-10-01,0.7151481820790382,0.21790730393037,0,3,Prokaryote-dominated late-year state
2006-11-01,0.7029958228967235,0.3839175237626547,0,3,Prokaryote-dominated late-year state
2006-12-01,0.02603341156824593,0.24800741353285793,0,3,Prokaryote-dominated late-year state
2007-01-01,-0.31048625694837356,0.2646462891755125,2,1,Diatom-associated early-year state
2007-02-01,-0.46037991384037813,0.12515835684817667,2,1,Diatom-associated early-year state
2007-03-01,-0.25370740800031233,0.024717701692741338,2,1,Diatom-associated early-year state
2007-04-01,-0.9146557472321591,-0.12987939336032905,2,1,Diatom-associated early-year state
2007-05-01,-0.23663627328401637,-0.132260547447328,1,2,Mixed-prokaryote mid-year state
2007-06-01,0.19121614627895028,-0.3270534411064013,1,2,Mixed-prokaryote mid-year state
2007-07-01,-0.10448405491832582,-0.17134728483013584,1,2,Mixed-prokaryote mid-year state
2007-08-01,0.18975834231316602,-0.24557860299941897,1,2,Mixed-prokaryote mid-year state
2007-09-01,0.4982407422756667,-0.047129457606410685,0,3,Prokaryote-dominated late-year state
2007-10-01,0.8177769765271209,0.22649043162292126,0,3,Prokaryote-dominated late-year state
2007-11-01,0.5345905503861244,0.2662881076701407,0,3,Prokaryote-dominated late-year state
2007-12-01,-0.23051122380305816,0.14052685662804326,2,1,Diatom-associated early-year state
2008-01-01,0.007428731988832905,0.613763330649603,0,3,Prokaryote-dominated late-year state
2008-02-01,-0.3601194709694878,0.4637388384316549,2,1,Diatom-associated early-year state
2008-03-01,-0.6235891332960971,0.036633910834825624,2,1,Diatom-associated early-year state
2008-04-01,-1.0403109367410488,-0.31469499778148297,2,1,Diatom-associated early-year state
2008-05-01,-0.5349440207867115,-0.5400642383326645,1,2,Mixed-prokaryote mid-year state
2008-06-01,0.12197605117574419,-0.2271498786997052,1,2,Mixed-prokaryote mid-year state
2008-07-01,0.3122275926203984,-0.3741743364176063,1,2,Mixed-prokaryote mid-year state
2008-08-01,0.5445896463259514,-0.2865762912940236,0,3,Prokaryote-dominated late-year state
2008-09-01,0.7805406210445217,0.09820403779933445,0,3,Prokaryote-dominated late-year state
2008-10-01,0.7517103681261849,0.17202244751887946,0,3,Prokaryote-dominated late-year state
2008-11-01,0.5423056304462374,0.1711917896070237,0,3,Prokaryote-dominated late-year state
2008-12-01,-0.09394251094528708,0.17436379717561695,2,1,Diatom-associated early-year state
2009-01-01,-0.5111917243108758,0.24897880384822785,2,1,Diatom-associated early-year state
2009-02-01,-0.33613467512057577,0.3435187032827955,2,1,Diatom-associated early-year state
2009-03-01,-0.4729810536185378,0.27443914290957055,2,1,Diatom-associated early-year state
2009-04-01,-0.7634442371278171,-0.4528465032335171,2,1,Diatom-associated early-year state
2009-05-01,-0.2516138597004559,-0.4051142068048989,1,2,Mixed-prokaryote mid-year state
2009-06-01,0.15442169741386796,-0.3226688880428314,1,2,Mixed-prokaryote mid-year state
2009-07-01,-0.1621496745446881,-0.3749699076778588,1,2,Mixed-prokaryote mid-year state
2009-08-01,0.13905593317023257,-0.3053765403809438,1,2,Mixed-prokaryote mid-year state
2009-09-01,0.8447365788143754,0.0807508069767241,0,3,Prokaryote-dominated late-year state
2009-10-01,0.9170895522161231,0.34310815688070434,0,3,Prokaryote-dominated late-year state
2009-11-01,0.34852066057327885,0.15511940717338912,0,3,Prokaryote-dominated late-year state
2009-12-01,-0.16900892589619393,0.4449500684536295,2,1,Diatom-associated early-year state
2010-01-01,-0.5956698187263846,0.23221424545674385,2,1,Diatom-associated early-year state
2010-02-01,-0.652179522141406,0.18889017006244396,2,1,Diatom-associated early-year state
2010-03-01,-0.3619335746324308,0.2920420001103628,2,1,Diatom-associated early-year state
2010-04-01,-0.7927930990047819,0.006335021182093312,2,1,Diatom-associated early-year state
2010-05-01,-0.714152689665367,-0.38037686464197173,2,1,Diatom-associated early-year state
2010-06-01,-0.037402436219468635,-0.49519623828340026,1,2,Mixed-prokaryote mid-year state
2010-07-01,0.2715960151867798,-0.4443832453040979,1,2,Mixed-prokaryote mid-year state
2010-08-01,0.35414275591302674,-0.29524869082508653,1,2,Mixed-prokaryote mid-year state
2010-09-01,0.7159367899331157,0.0700061544950878,0,3,Prokaryote-dominated late-year state
2010-10-01,0.6913293340314669,0.1838017523696852,0,3,Prokaryote-dominated late-year state
2010-11-01,0.3356483650253965,0.22147569303994918,0,3,Prokaryote-dominated late-year state
2010-12-01,0.2541098935523637,0.27608205953687176,0,3,Prokaryote-dominated late-year state
2011-01-01,-0.7942388430946917,0.48263358462775435,2,1,Diatom-associated early-year state
2011-02-01,-0.6114352063740464,0.1467798728000283,2,1,Diatom-associated early-year state
2011-03-01,-0.4998934437516132,0.1529349879426915,2,1,Diatom-associated early-year state
2011-04-01,-0.8838306639813778,-0.27475477070582843,2,1,Diatom-associated early-year state
2011-05-01,-0.6655898237309301,-0.5738548555543599,1,2,Mixed-prokaryote mid-year state
2011-06-01,-0.37958489199713435,-0.36204901285070307,1,2,Mixed-prokaryote mid-year state
2011-07-01,0.07675021805896368,-0.4516422888305524,1,2,Mixed-prokaryote mid-year state
2011-08-01,0.36313641510785566,-0.3644621521508867,1,2,Mixed-prokaryote mid-year state
2011-09-01,0.6483602508788654,-5.0135609282013494e-05,0,3,Prokaryote-dominated late-year state
2011-10-01,0.5127663332087629,0.12194864992555697,0,3,Prokaryote-dominated late-year state
2011-11-01,0.27282810610646036,0.0990537267554335,0,3,Prokaryote-dominated late-year state
2011-12-01,-0.7042736653597216,-0.027199041588972246,2,1,Diatom-associated early-year state
2012-01-01,-0.702450668164096,0.20271152248198837,2,1,Diatom-associated early-year state
2012-02-01,0.32180661765317964,0.669368344197759,0,3,Prokaryote-dominated late-year state
2012-03-01,0.5779848039491249,1.0647085292466993,0,3,Prokaryote-dominated late-year state
2012-04-01,-0.18881686707760592,0.47495389791036596,2,1,Diatom-associated early-year state
2012-05-01,-0.2763352857544019,-0.035206703500000255,2,1,Diatom-associated early-year state
2012-06-01,-0.2602840527138339,-0.249441047838579,1,2,Mixed-prokaryote mid-year state
2012-07-01,-0.17594579549227296,-0.6040798582076323,1,2,Mixed-prokaryote mid-year state
2012-08-01,0.12290737247885437,-0.4905903183453122,1,2,Mixed-prokaryote mid-year state
2012-09-01,0.41440088033860606,-0.10744996191854428,0,3,Prokaryote-dominated late-year state
2012-10-01,0.596841984285777,0.13737505507902148,0,3,Prokaryote-dominated late-year state
2012-11-01,0.4930487662303985,0.2500736418234712,0,3,Prokaryote-dominated late-year state
2012-12-01,0.12176385716037393,0.265809280140388,0,3,Prokaryote-dominated late-year state
2013-01-01,-0.24108481945993832,0.21573992968721928,2,1,Diatom-associated early-year state
2013-02-01,0.2306611201111718,0.7164044636521197,0,3,Prokaryote-dominated late-year state
2013-03-01,0.2005484640664606,0.5453667961448103,0,3,Prokaryote-dominated late-year state
2013-04-01,-0.42497829988927127,0.16797508521675325,2,1,Diatom-associated early-year state
2013-05-01,-0.5880429499593341,-0.0861728005874863,2,1,Diatom-associated early-year state
2013-06-01,-0.5593604811059482,-0.4755675889091115,1,2,Mixed-prokaryote mid-year state
2013-07-01,-0.21142442214519958,-0.6706279461725925,1,2,Mixed-prokaryote mid-year state
2013-08-01,-0.011940744800384467,-0.6112673872722145,1,2,Mixed-prokaryote mid-year state
2013-09-01,0.3902966689705969,-0.20351314722989367,0,3,Prokaryote-dominated late-year state
2013-10-01,0.6074410055309329,0.06666435774384531,0,3,Prokaryote-dominated late-year state
2013-11-01,0.4956025547995878,0.29134452562049873,0,3,Prokaryote-dominated late-year state
2013-12-01,-0.009756772249949308,0.13973246838569187,0,3,Prokaryote-dominated late-year state
2014-01-01,0.07372533595655949,0.3562371875759931,0,3,Prokaryote-dominated late-year state
2014-02-01,0.14372719250748972,0.5707033904139449,0,3,Prokaryote-dominated late-year state
2014-03-01,-0.021331758407584812,0.49428920851293134,0,3,Prokaryote-dominated late-year state
2014-04-01,-0.6845522767497353,0.09542358992270185,2,1,Diatom-associated early-year state
2014-05-01,-0.30151840314893685,0.035170065911165664,2,1,Diatom-associated early-year state
2014-06-01,-0.5460468881412154,-0.6285108447995752,1,2,Mixed-prokaryote mid-year state
2014-07-01,-0.38135104055238767,-0.6613444022750727,1,2,Mixed-prokaryote mid-year state
2014-08-01,-0.04505091717299282,-0.5948270107762372,1,2,Mixed-prokaryote mid-year state
2014-09-01,0.3621771600670169,-0.2620111954703739,1,2,Mixed-prokaryote mid-year state
2014-10-01,0.6214970678411026,0.050865685309357665,0,3,Prokaryote-dominated late-year state
2014-11-01,0.4242147583129644,0.07643600280998124,0,3,Prokaryote-dominated late-year state
2014-12-01,0.2199496832612382,0.37401319924463744,0,3,Prokaryote-dominated late-year state
2015-01-01,0.15234739997523716,0.4503183022014297,0,3,Prokaryote-dominated late-year state
2015-02-01,0.18160016876117552,0.5310364969171594,0,3,Prokaryote-dominated late-year state
2015-03-01,0.030207231817812617,0.3630600071189971,0,3,Prokaryote-dominated late-year state
2015-04-01,-0.5484565262672071,0.10607640655502906,2,1,Diatom-associated early-year state
2015-05-01,-0.37703479766088727,-0.24636890935760386,1,2,Mixed-prokaryote mid-year state
2015-06-01,-0.1324011215594429,-0.41308619953047765,1,2,Mixed-prokaryote mid-year state
2015-07-01,-0.04841241468542867,-0.5454973994167139,1,2,Mixed-prokaryote mid-year state
2015-08-01,-0.03748908072295,-0.6887202597346012,1,2,Mixed-prokaryote mid-year state
2015-09-01,0.5735737008748321,-0.33232211726015315,0,3,Prokaryote-dominated late-year state
2015-10-01,0.9723191918174946,-0.020604122364176823,0,3,Prokaryote-dominated late-year state
2015-11-01,0.6505284012026767,-0.2197321207341193,0,3,Prokaryote-dominated late-year state
2015-12-01,0.9648831957224969,0.17897086601809525,0,3,Prokaryote-dominated late-year state
2016-01-01,1.081554204582722,0.41706640191577243,0,3,Prokaryote-dominated late-year state
2016-02-01,1.0805849706348498,0.3771199831151537,0,3,Prokaryote-dominated late-year state
2016-03-01,0.8290153530570077,0.23894334142123208,0,3,Prokaryote-dominated late-year state
2016-04-01,0.933034685793672,0.1913532199656049,0,3,Prokaryote-dominated late-year state
2016-05-01,-0.512048228101137,-0.022080653539326003,2,1,Diatom-associated early-year state
2016-06-01,-0.15512189123608836,-0.18865693108138154,1,2,Mixed-prokaryote mid-year state
