Months,DIATO_DCLR,DINO_DCLR,HAPTO_DCLR,GREEN_DCLR,PROKAR_DCLR,PROCHLO_DCLR,DIATO_TREND,DINO_TREND,HAPTO_TREND,GREEN_TREND,PROKAR_TREND,PROCHLO_TREND
2003-01-01,0.5512712621961308,-0.0020015216679268727,-0.07252849465621579,-0.10647110884165133,-0.3634342835648642,-0.006835853465472622,0.32332881010241254,-0.19174285564985527,-0.5809979866557775,-1.1072447772923226,1.7164971659435273,-0.19433878914199468
2003-02-01,0.379619426379585,0.1288763927250643,0.033462114661083585,-0.17783905554174942,-0.4167795079452034,0.052660629721219925,0.31686580982951734,-0.19204973007321421,-0.5832777309765457,-1.1024615524691581,1.7243402535030015,-0.1939265506523907
2003-03-01,0.38639979566071936,0.1862328495290575,-0.07162276397966483,-0.2292015940519333,-0.3276975866508055,0.055889299492626755,0.3104316284973485,-0.19229750099460918,-0.5854207241189882,-1.0979491635653478,1.7322170318131445,-0.19356698385276214
2003-04-01,0.3101999874777165,0.0677580911705274,0.12094402526269836,0.41279179462386134,-0.5704698212143793,-0.3412240773204243,0.3039944235385727,-0.19249237686625345,-0.5874584802946681,-1.093717225606995,1.7401517187154345,-0.19321314402327397
2003-05-01,0.10152557115141338,0.11548257086626583,0.33515055628826984,0.025955737520733446,-0.3187618802605846,-0.2593525555660979,0.29753283702384536,-0.19265303663460157,-0.5894084443537195,-1.0897583164608435,1.7481241019007712,-0.1928309558201758
2003-06-01,-0.19424945418898168,0.024855212057492106,0.1868009928149094,0.23113652342005178,0.0037884669567158865,-0.25233174106018746,0.2910359700132859,-0.19278661415657017,-0.5912939142750585,-1.0860616495689652,1.7561328063896338,-0.19239028190294463
2003-07-01,0.4157927241351494,-0.07678800558438244,0.0676366355707992,0.08814318970361319,-0.023651606685720788,-0.47113293713945864,0.28452673249593463,-0.1928959418860053,-0.5931319095493781,-1.0826265370968127,1.7641653705118436,-0.19186854056776678
2003-08-01,-0.5442727410416455,0.054902244448062194,0.07532714099024009,0.0673196219044553,0.4040759983817014,-0.05735226468281351,0.2780564220127081,-0.19298012408714588,-0.5949029519253445,-1.0794727126914252,1.7721580122304463,-0.1912855427308321
2003-09-01,-0.5400573137253176,-0.048581394927857714,-0.10096337019851362,0.06371167126342028,0.5001812422837808,0.12570916530448784,0.2717147948855153,-0.19300927263679513,-0.5965279471213064,-1.0766632431461336,1.7800316204202098,-0.19070965326896547
2003-10-01,-0.6179751636738698,-0.17964143919373013,-0.2470269787606265,0.17410777198132957,0.5761737375124574,0.29436207213443943,0.26563527972106293,-0.192944313106926,-0.5978514111236781,-1.074349612460927,1.787673636940129,-0.19028390335902917
2003-11-01,-0.19942073502801563,-0.19921586350931764,-0.19291646817345445,0.011221533410489907,0.3216609231489569,0.25867061015134096,0.26007014829176456,-0.19271967376445756,-0.5985749232340568,-1.0729172739278499,1.7949043521639678,-0.1903333947570192
2003-12-01,0.02250475679342848,-0.09164037609358136,-0.15568415314642356,-0.11176224378747476,0.12608537047531312,0.21049664575873805,0.25535829923112674,-0.19205045957410877,-0.5981227441227855,-1.0734345584341112,1.8016468961350995,-0.19143736669370434
2004-01-01,0.2817650462219206,0.02184220807833885,-0.13153055825245735,-0.06031110475312902,-0.20491944951250857,0.09315385821783552,0.25151402384210897,-0.1905512919403186,-0.5967563234948797,-1.0779718645899663,1.8077584815100918,-0.19176218288319055
2004-02-01,0.3133850270221416,-0.027946083586647404,-0.07722070888149876,-0.031538661720008264,-0.32045650010533483,0.14377692727134767,0.24751737525855508,-0.1889573276737105,-0.5959686090293981,-1.0829171098428163,1.8136961531975362,-0.1910148375667821
2004-03-01,0.3937313558135294,0.06920381378121591,0.05837857916282987,0.09672416901256266,-0.5933263480945736,-0.024711569675564298,0.24307516345665475,-0.1876374958788767,-0.5957359114005817,-1.0878782280606096,1.819142842454831,-0.18946950016532493
2004-04-01,0.36916614734000586,0.1767590490863365,-0.05946177344897242,-0.018612313975090344,-0.39555200899906906,-0.07229910000321045,0.23881029539098467,-0.18649066446931312,-0.5962227050662804,-1.0929408176578008,1.8239809762028234,-0.18725013123991413
2004-05-01,0.3431955863936511,0.13803886349391348,0.0950853766944758,-0.036225246855342466,-0.3255719078571303,-0.21452267186956758,0.23575421605110045,-0.18508455079385122,-0.597321109561767,-1.0980904566230234,1.8275332908479767,-0.1845990787543836
2004-06-01,-0.2356767810919905,0.012798671114864999,0.258459260034938,0.48817274160734103,-0.1525029712601712,-0.37125092040498237,0.2349080234480718,-0.18305839759081532,-0.5983881948355648,-1.1034420119219772,1.8289939549414802,-0.1822173794816298
2004-07-01,-0.28183235360141123,0.08977302631568573,0.18722664139882972,0.007198952055284984,0.18630232155254844,-0.18866858772093767,0.23640543162976232,-0.18029700646300573,-0.5989306129738837,-1.1087103865455608,1.828493674998326,-0.18066828655080244
2004-08-01,-0.5761057097880762,0.021171884917737874,0.08456873880871067,0.18231803733877855,0.3770601697588046,-0.08901312103595548,0.23986144594775033,-0.17729760146874066,-0.598675635618124,-1.1135118726042876,1.8262601542628238,-0.18019689412225579
2004-09-01,-0.49302025755165635,-0.1143710948582567,-0.1307682826278811,0.08463808569319586,0.5015338579714212,0.151987691373177,0.2449402530513335,-0.17454981262603753,-0.59763711623778,-1.1173700992897606,1.8224815165119044,-0.18071264000503515
2004-10-01,-0.6540261075945836,-0.1682094916953722,-0.24986265006648842,0.11019589422823899,0.6104431705262329,0.3514591846019723,0.2510178120796989,-0.17229747520463615,-0.5964618145913007,-1.1193133864589802,1.817818290308523,-0.18176860249753088
2004-11-01,-0.37941312613171013,-0.1527495006404891,-0.23566866273750955,0.0240737073105551,0.43370634616693576,0.3100512360322179,0.2572688823148568,-0.17081623150213945,-0.5961849544132859,-1.118503313217396,1.8131838518890782,-0.18276232230919565
2004-12-01,-0.06342050721617072,-0.15811690432706477,-0.15419378008247292,0.11704481730043363,0.09230408953426299,0.1663822847910118,0.2629645507844658,-0.17025465199040493,-0.5973738276020042,-1.1150940317540206,1.8090601184322903,-0.18352197555623936
2005-01-01,0.4377224328196537,0.02020453722419487,-0.23379612899526833,-0.16481272190330085,-0.22397420210093164,0.1646560829556523,0.2682596517401587,-0.17059246933712308,-0.6002088054217456,-1.1102080162072188,1.8053618445533632,-0.1840899775971847
2005-02-01,0.6262925234931209,0.17226895553718782,-0.2295065428193149,-0.1409059382595211,-0.5696892082533344,0.1415402103018616,0.2738665005476054,-0.17154039446367175,-0.6043321681986897,-1.1046761562823864,1.801488693959101,-0.18489386406830108
2005-03-01,0.5223666590466811,0.12591613972667126,0.10582528766697409,-0.2591372923632589,-0.4823886238096633,-0.012582170267404361,0.2803585349092306,-0.172539408412375,-0.6089990165129366,-1.0986390474105994,1.797135261482513,-0.1862943524549462
2005-04-01,0.3740204912088478,0.1454347377018113,0.06446395918455818,-0.012567035536067852,-0.45453045722334107,-0.11682169533580837,0.28771290563743285,-0.17367723302759225,-0.6130072481048339,-1.0922075269227485,1.7917104905538577,-0.18875658934241984
2005-05-01,0.13234107195491393,0.08197056543456874,0.31367325078038166,0.08797484836180544,-0.3472097859496519,-0.2687499505820178,0.29543436640140064,-0.17537810253443847,-0.6159315645695833,-1.0852272962444989,1.7851297912485928,-0.19241399730107894
2005-06-01,-0.19318073515136416,0.06872334404352971,0.3375722754669424,0.36343588042950553,-0.0894250586318976,-0.48712570615671585,0.3027885718303421,-0.17799744981204482,-0.6181504854093356,-1.0776254780749879,1.777994139165417,-0.1965931449705164
2005-07-01,-0.28920363621261624,0.05340413340191438,0.3702316421389732,0.18147877659954692,0.08745313543866251,-0.4033640513664808,0.30914835573222943,-0.18163292253158556,-0.6203563931323893,-1.0695730753499118,1.7709319570465705,-0.20067971365311946
2005-08-01,-0.30921649415098695,-0.04374841951759223,-0.006170929708637446,-0.052943774078824585,0.41773997312401434,-0.005660355667973044,0.3143239331400287,-0.1858131615566289,-0.6233365489136713,-1.0613284358780968,1.764498647378419,-0.20445376937223264
2005-09-01,-0.6106229386319186,-0.05362103542848884,-0.05442634729995899,0.08210876683165758,0.5184957097700189,0.11806584475868998,0.31758395992776106,-0.19009418759697383,-0.6273023067149915,-1.0535459123884385,1.758914854596138,-0.20788929130759248
2005-10-01,-0.7853623944069293,-0.16684549558910863,-0.28943698161472675,0.09646618142123962,0.7249271484824956,0.4202515417070296,0.3184804952665938,-0.19430967582007047,-0.6319833427962518,-1.0466748009512585,1.7539821267193307,-0.2111042258792971
2005-11-01,-0.36672878047998714,-0.2590864692666668,-0.24675390288260904,0.27881125363587256,0.3507527198050625,0.2430051791883279,0.31728989615793174,-0.19829471474013607,-0.6365941775936279,-1.0408794192747082,1.7494301033137727,-0.21420157622539987
2005-12-01,0.15076886000880424,-0.02396158009758764,-0.18052355516533636,-0.0973240868166435,0.016166668177216906,0.13487369389354634,0.3146440341028723,-0.2019365437870312,-0.6402740424097572,-1.0362976125641241,1.7452885760939258,-0.21719567313328206
2006-01-01,0.37721311827145076,0.02249263836684324,-0.06296148196636323,-0.14788384461793838,-0.3006129890957844,0.11175255904179204,0.3114135706027539,-0.2053944010703839,-0.6423894614227812,-1.0324234806757204,1.7416174706806642,-0.22050464514766258
2006-02-01,0.48044469181214383,-0.0073632138984379755,0.018204455969536924,-0.09840896415830122,-0.48669424457364374,0.09381727484870217,0.30726725691589146,-0.20893325852222153,-0.6428436613852853,-1.0286271049198954,1.7394042293591128,-0.22400046772323043
2006-03-01,0.36260133748856344,-0.033446482678358015,-0.05626614506248737,0.12812377271047662,-0.4640711298933028,0.0630586474351081,0.30146800523019096,-0.21277686134695062,-0.6419564715136057,-1.0249624697526993,1.7396513698082314,-0.2267802531605287
2006-04-01,0.419432421798108,0.1436646414498444,0.06118799571520913,-0.010230348148489036,-0.49953871255961396,-0.11451599825505858,0.29395107208459353,-0.2168836223785015,-0.6404100592342206,-1.0217742258955305,1.7428859365982177,-0.22803706528419354
2006-05-01,0.42209782538152896,0.17344765352635652,0.05457427614974852,0.0015537303312097486,-0.3837174744869595,-0.2679560109018842,0.2850145296001656,-0.22099829124223938,-0.6388471191176243,-1.0193206291014123,1.749427411707842,-0.22774615189595143
2006-06-01,0.23203696507041385,0.062484501850256745,0.1986341956534852,-0.02151099643798391,-0.11462931128021557,-0.35701535485595626,0.2749821967008692,-0.22522131017258812,-0.6374583961434975,-1.0177138278930513,1.759365943388651,-0.22612069542271207
2006-07-01,0.33073247830037994,0.00825784000882083,0.1161693963258237,-0.049012385517777195,0.0034798154687211234,-0.40962714458596844,0.2641482116018771,-0.22966103068484992,-0.6361386905970458,-1.0169377091691925,1.771962575831175,-0.22342381274820639
